0,0.86
1,8.45
2,2.6
3,7.21
4,5.63
5,6.54
6,4.63
7,0.9
8,5.5
9,4.43
10,2.82
11,3.9
12,2.23
13,3.71
14,4.06
15,0.1
16,7.12
17,4.87
18,4.84
19,5.13
20,2.59
21,2.27
22,9.62
23,4.0
24,1.35
25,4.35
26,6.12
27,8.29
28,2.19
29,5.52
30,6.12
31,8.16
32,9.28
33,5.64
34,6.79
35,7.95
36,8.22
37,2.03
38,5.64
39,2.07
40,5.5
41,9.23
42,3.95
43,1.97
44,9.75
45,1.36
46,7.54
47,3.65
48,2.52
49,2.74
50,0.91
51,9.64
52,3.68
53,2.69
54,0.63
55,9.01
56,1.11
57,1.9
58,6.43
59,3.78
60,7.7
61,8.85
62,4.03
63,0.48
64,9.0
65,6.41
66,1.98
67,1.13
68,3.35
69,0.83
70,5.87
71,8.63
72,2.6
73,7.46
74,7.29
75,8.06
76,5.63
77,0.31
78,1.45
79,6.46
80,8.84
81,5.27
82,7.14
83,0.9
84,7.16
85,0.17
86,4.92
87,6.4
88,7.1
89,8.25
90,4.59
91,2.91
92,8.25
93,5.66
94,1.09
95,3.3
96,3.17
97,7.41
98,8.62
99,2.19
100,6.11
101,1.13
102,6.49
103,9.06
104,0.25
105,2.31
106,6.53
107,7.56
108,9.3
109,9.98
110,1.26
111,7.07
112,3.99
113,7.44
114,3.85
115,1.75
116,5.9
117,7.73
118,6.0
119,7.12
120,1.43
121,0.26
122,7.27
123,3.83
124,6.22
125,0.89
126,0.15
127,3.96
128,6.03
129,4.58
130,8.24
131,5.29
132,3.8
133,6.6
134,1.01
135,5.17
136,3.45
137,5.79
138,7.8
139,6.71
140,0.4
141,0.55
142,5.01
143,6.43
144,5.47
145,6.59
146,5.38
147,4.41
148,3.64
149,3.31
150,5.35
151,5.04
152,1.57
153,4.48
154,6.85
155,9.0
156,8.16
157,7.49
158,2.56
159,4.63
160,0.57
161,4.88
162,9.9
163,0.23
164,3.92
165,0.89
166,7.13
167,6.85
168,6.98
169,6.17
170,6.82
171,5.1
172,7.35
173,3.09
174,5.76
175,8.26
176,9.25
177,5.37
178,7.78
179,8.58
180,4.18
181,5.56
182,5.45
183,2.88
184,9.74
185,5.8
186,9.78
187,8.9
188,4.62
189,7.83
190,1.83
191,3.78
192,8.56
193,0.51
194,9.23
195,1.8
196,4.49
197,4.71
198,1.01
199,9.27
200,6.05
201,7.74
202,8.48
203,0.7
204,8.36
205,2.23
206,6.52
207,1.86
208,1.08
209,7.2
210,9.11
211,2.12
212,3.03
213,2.12
214,5.35
215,0.65
216,4.97
217,8.55
218,7.43
219,8.35
220,2.36
221,7.59
222,9.79
223,0.34
224,3.19
225,5.66
226,9.9
227,1.69
228,7.0
229,5.35
230,4.09
231,2.53
232,9.58
233,3.25
234,8.98
235,7.35
236,4.98
237,1.35
238,7.65
239,7.41
240,0.33
241,4.33
242,2.16
243,4.15
244,1.51
245,0.43
246,8.72
247,6.6
248,7.49
249,0.08
250,9.49
251,5.22
252,9.18
253,2.25
254,5.34
255,0.22
256,4.11
257,5.7
258,7.6
259,2.87
260,1.79
261,8.71
262,2.41
263,3.89
264,5.86
265,8.69
266,0.46
267,4.78
268,8.07
269,0.22
270,6.82
271,3.82
272,6.34
273,8.2
274,9.67
275,0.7
276,3.45
277,1.01
278,4.41
279,0.69
280,5.72
281,6.89
282,9.81
283,1.71
284,1.18
285,5.94
286,5.55
287,5.41
288,5.03
289,8.95
290,6.59
291,6.44
292,5.97
293,3.88
294,8.4
295,2.47
296,0.8
297,0.72
298,8.1
299,1.11
300,6.39
301,5.18
302,1.46
303,9.04
304,7.24
305,2.54
306,2.11
307,2.82
308,4.32
309,3.25
310,9.5
311,0.5
312,5.73
313,3.21
314,4.81
315,8.14
316,2.53
317,2.86
318,9.4
319,5.54
320,3.85
321,0.86
322,8.63
323,1.1
324,3.78
325,0.14
326,5.18
327,6.44
328,8.64
329,6.44
330,9.73
331,7.87
332,7.6
333,1.81
334,3.65
335,2.89
336,1.31
337,8.75
338,7.93
339,7.27
340,2.88
341,3.72
342,4.86
343,9.71
344,3.21
345,2.14
346,4.29
347,9.13
348,7.73
349,1.25
350,3.94
351,1.93
352,5.19
353,0.79
354,4.48
355,4.91
356,9.54
357,6.52
358,3.39
359,2.72
360,5.12
361,5.81
362,7.99
363,7.51
364,1.75
365,0.07
366,7.57
367,2.38
368,0.78
369,3.94
370,6.24
371,9.58
372,5.34
373,6.93
374,3.23
375,9.02
376,7.91
377,9.21
378,4.86
379,2.44
380,6.42
381,9.73
382,2.97
383,4.22
384,5.5
385,1.22
386,7.97
387,9.81
388,3.01
389,3.84
390,0.49
391,9.17
392,3.25
393,6.46
394,4.91
395,3.41
396,7.36
397,2.0
398,9.44
399,9.51
400,8.24
401,1.37
402,2.14
403,9.76
404,2.0
405,8.63
406,9.73
407,9.62
408,0.64
409,8.5
410,5.75
411,0.2
412,0.63
413,6.29
414,8.23
415,9.4
416,0.66
417,9.46
418,2.39
419,8.4
420,7.31
421,9.26
422,2.55
423,9.29
424,1.5
425,1.08
426,9.05
427,2.37
428,9.94
429,1.87
430,9.92
431,1.63
432,5.39
433,3.47
434,4.41
435,0.37
436,6.41
437,1.64
438,4.96
439,9.12
440,2.69
441,1.25
442,7.23
443,2.66
444,4.57
445,9.65
446,3.07
447,3.36
448,6.07
449,1.89
450,9.55
451,3.38
452,9.33
453,3.28
454,8.57
455,9.41
456,4.49
457,7.25
458,5.09
459,9.65
460,2.96
461,8.84
462,9.11
463,4.25
464,4.43
465,7.26
466,5.76
467,7.21
468,7.0
469,4.07
