138,113,9.72
49,86,6.82
104,52,6.69
54,162,9.93
26,166,0.54
155,14,7.57
134,142,9.97
138,83,7.49
19,86,6.88
57,100,7.35
76,11,5.83
182,151,8.08
117,43,9.03
60,179,6.26
62,53,5.49
14,0,2.75
69,140,3.84
177,89,9.16
70,148,8.48
27,52,2.08
76,187,7.67
72,192,7.36
62,193,0.71
73,141,3.23
157,175,8.01
156,71,1.54
90,99,4.78
9,171,0.88
154,58,3.92
17,8,4.21
163,12,8.5
199,15,6.13
110,164,7.42
32,171,1.82
37,21,0.5
52,121,0.3
3,181,0.97
148,161,9.94
1,189,3.78
36,2,2.69
157,134,8.11
32,129,6.72
18,93,1.06
176,186,4.29
44,175,7.48
85,61,2.72
146,37,7.91
107,130,1.46
21,129,2.29
119,37,7.74
173,199,2.46
1,138,6.48
104,116,0.44
8,145,7.43
180,138,2.6
114,83,4.25
74,25,2.31
139,98,5.42
179,55,4.5
34,20,6.78
172,65,6.5
169,193,8.81
19,135,8.47
76,16,9.81
177,139,5.5
6,173,7.59
39,42,0.86
49,22,8.32
115,1,6.55
196,152,1.04
34,40,3.07
164,142,0.15
149,146,4.77
30,34,6.51
150,171,1.36
56,18,9.49
17,24,8.63
69,188,8.74
77,66,3.57
119,97,4.57
19,18,0.07
149,157,0.03
171,150,1.32
36,116,6.19
83,66,4.16
96,127,4.49
89,152,8.98
66,109,6.44
198,144,5.68
192,81,1.65
59,143,2.87
18,10,9.33
108,100,2.51
40,182,7.68
25,94,6.92
191,197,7.6
42,167,8.25
155,108,4.5
56,91,3.43
60,134,2.45
17,17,8.86
27,172,9.94
162,0,10.0
99,134,5.49
76,139,0.77
2,48,4.36
49,133,6.27
183,181,4.59
109,13,0.39
19,23,1.88
111,139,6.73
170,180,7.98
175,56,7.25
25,74,6.5
31,130,8.03
151,163,3.31
37,141,5.83
93,17,6.38
125,34,2.06
128,139,0.9
40,11,3.31
91,181,1.56
169,44,8.44
55,156,2.99
139,4,3.25
93,15,3.29
158,49,2.42
88,119,3.23
34,167,7.51
46,71,5.36
96,73,7.02
149,20,3.19
142,126,1.26
0,125,0.55
121,61,0.36
48,35,5.03
177,104,8.6
37,122,7.59
146,180,1.91
188,142,2.33
31,127,8.46
8,110,6.77
31,169,3.79
155,12,3.03
34,195,3.45
59,27,4.55
74,82,5.71
103,135,1.52
188,156,6.23
169,184,0.32
14,113,4.74
36,110,8.94
64,35,0.98
181,54,0.74
101,198,3.45
60,43,3.55
89,32,9.87
121,29,9.72
50,1,2.72
41,29,5.43
168,172,6.72
72,46,4.45
6,36,7.6
173,45,2.15
177,95,3.02
147,82,0.64
174,70,7.64
188,12,4.85
5,26,3.35
62,176,2.29
154,96,5.12
16,75,6.35
152,125,0.44
171,122,4.22
118,187,7.34
42,1,5.58
92,154,1.95
60,144,7.63
92,71,1.69
47,143,5.14
163,111,4.06
36,131,1.91
199,196,4.58
39,166,1.15
120,79,9.14
110,186,8.05
56,99,7.85
111,14,7.26
93,176,7.41
60,111,1.73
68,102,8.76
135,96,6.97
125,149,5.0
48,26,6.64
195,27,2.34
124,92,1.15
122,181,3.29
173,115,0.93
33,91,7.05
166,82,9.84
