0,7.58
1,3.77
2,5.48
3,8.66
4,5.34
5,4.64
6,8.31
7,4.78
8,4.75
9,1.91
10,6.09
11,5.43
12,9.1
13,0.5
14,7.79
15,1.5
16,4.84
17,1.45
18,1.89
19,7.41
20,7.23
21,0.89
22,1.11
23,7.38
24,8.11
25,8.99
26,0.18
27,3.33
28,1.86
29,5.28
30,5.42
31,0.17
32,0.19
33,7.96
34,9.34
35,2.31
36,3.71
37,2.47
38,6.13
39,3.86
40,8.34
41,6.43
42,4.14
43,3.77
44,7.75
45,6.49
46,9.6
47,6.37
48,8.68
49,4.98
50,1.87
51,7.06
52,4.62
53,3.21
54,4.15
55,2.97
56,4.77
57,1.6
58,5.16
59,8.22
60,9.47
61,5.85
62,6.87
63,3.99
64,0.22
65,2.94
66,0.15
67,4.12
68,2.3
69,9.93
70,5.83
71,8.36
72,0.86
73,3.86
74,0.78
75,6.26
76,6.39
77,1.06
78,9.9
79,6.64
80,4.28
81,9.75
82,2.84
83,9.56
84,3.96
85,0.97
86,0.96
87,9.76
88,7.02
89,8.42
90,3.69
91,3.39
92,0.68
93,0.16
94,5.75
95,2.48
96,2.28
97,1.06
98,6.09
99,5.13
100,2.94
101,7.68
102,7.0
103,2.61
104,3.61
105,4.23
106,7.23
107,8.61
108,4.85
109,1.32
110,6.1
111,9.96
112,2.31
113,7.1
114,6.27
115,2.58
116,3.65
117,3.76
118,2.11
119,1.23
120,8.89
121,1.11
122,6.54
123,6.71
124,5.49
125,2.95
126,4.25
127,9.6
128,1.58
129,1.2
130,0.78
131,5.17
132,5.42
133,7.35
134,7.58
135,0.42
136,7.05
137,0.83
138,0.36
139,0.28
140,8.35
141,9.13
142,4.21
143,6.69
144,1.32
145,4.85
146,2.09
147,1.42
148,0.03
149,1.1
150,4.66
151,0.59
152,1.22
153,7.44
154,8.48
155,6.46
156,9.63
157,5.44
158,6.6
159,0.02
160,9.17
161,4.37
162,9.93
163,6.11
164,8.09
165,4.99
166,0.81
167,1.26
168,6.65
169,1.55
170,9.93
171,3.4
172,8.69
173,0.13
174,6.44
175,1.58
176,4.26
177,4.22
178,6.61
179,3.5
180,9.19
181,7.07
182,0.38
183,8.18
184,8.74
185,3.83
186,6.73
187,1.45
188,6.89
189,5.61
190,7.96
191,2.16
192,9.66
193,1.85
194,0.53
195,7.71
196,0.86
197,7.03
198,4.69
199,8.8
200,1.3
201,2.57
202,8.39
203,4.14
204,7.89
205,5.34
206,1.24
207,8.04
208,7.49
209,9.22
210,2.88
211,5.45
212,1.29
213,7.56
214,6.49
215,1.3
216,9.71
217,0.33
218,2.02
219,3.73
220,4.09
221,1.04
222,5.75
223,3.59
224,1.49
225,5.84
226,2.44
227,5.86
228,0.84
229,8.71
230,3.93
231,2.06
232,4.18
233,4.69
234,3.15
235,6.68
236,4.44
237,5.25
238,5.91
239,4.85
240,2.21
241,8.51
242,3.63
243,2.64
244,7.36
245,9.93
246,8.83
247,6.58
248,8.03
249,8.14
250,2.13
251,3.7
252,8.52
253,4.25
254,3.45
255,9.1
256,9.65
257,2.56
258,2.61
259,3.39
260,0.3
261,5.07
262,4.44
263,8.97
264,6.07
265,2.02
266,1.33
267,9.61
268,1.91
269,6.34
270,1.72
271,5.39
272,8.52
273,9.8
274,6.66
275,1.19
276,8.58
277,5.2
278,7.6
279,4.8
280,7.88
281,9.62
282,7.87
283,7.85
284,7.85
285,0.47
286,6.97
287,1.09
288,0.97
289,7.95
290,1.65
291,3.37
292,7.3
293,4.32
294,0.27
295,2.52
296,1.29
297,3.3
298,7.09
299,4.82
300,0.18
301,0.2
302,1.44
303,9.35
304,1.89
305,6.76
306,2.72
307,2.55
308,8.15
309,2.8
310,5.57
311,8.29
312,0.79
313,0.8
314,1.65
315,8.84
316,2.59
317,8.03
318,3.49
319,2.61
320,1.79
321,5.71
322,3.07
323,4.88
324,8.73
325,3.86
326,3.09
327,9.33
328,6.03
329,5.6
330,1.34
331,8.94
332,9.11
333,5.08
334,9.48
335,7.01
336,2.13
337,8.33
338,5.95
339,0.52
340,5.53
341,7.71
342,8.78
343,0.73
344,5.32
345,6.39
346,8.48
347,8.25
348,0.98
349,1.13
350,2.77
351,2.83
352,8.28
353,8.04
354,4.85
355,1.33
356,5.83
357,8.69
358,4.13
359,0.76
360,9.22
361,0.65
362,4.07
363,7.26
364,4.7
365,9.97
366,4.44
367,5.91
368,4.93
369,0.7
370,6.75
371,0.8
372,3.27
373,0.19
374,9.79
375,9.58
376,9.14
377,7.31
378,9.51
379,1.69
380,6.47
381,5.18
382,1.04
383,4.99
384,9.14
385,8.7
386,3.64
387,1.21
388,2.3
389,2.39
390,8.67
391,6.53
392,5.94
393,3.54
394,9.09
395,0.13
396,7.81
397,1.16
398,4.23
399,0.11
400,5.82
401,1.63
402,7.16
403,3.01
404,6.34
405,7.96
406,3.34
407,0.84
408,3.66
409,0.65
410,8.04
411,6.47
412,7.61
413,4.63
414,7.28
415,6.9
416,0.85
417,8.65
418,1.4
419,1.43
420,4.82
421,0.5
422,2.97
423,0.8
424,3.21
425,4.01
426,1.32
427,1.9
428,5.31
429,1.34
430,3.61
431,1.91
432,6.67
433,7.34
