267,257,2.17
246,424,8.6
375,405,5.3
318,425,9.12
173,191,8.04
423,180,2.81
270,236,9.28
313,379,4.68
371,303,3.36
67,123,2.26
238,13,6.19
484,350,9.94
206,114,3.46
240,463,8.97
395,462,5.93
481,348,9.08
394,44,2.86
372,115,9.27
459,182,5.13
452,468,6.39
251,155,3.47
287,436,0.2
165,427,6.07
313,205,2.67
335,461,1.6
102,479,7.55
43,268,0.79
321,100,3.36
184,313,9.59
240,371,9.25
380,42,2.13
368,229,8.68
325,86,9.8
460,479,0.16
451,398,5.89
99,420,7.78
313,229,1.68
292,301,6.93
193,489,0.99
427,315,2.07
202,299,4.81
343,447,4.13
321,238,6.8
51,410,5.01
478,447,3.41
26,221,5.12
462,306,9.36
369,326,8.17
248,387,0.45
198,188,3.94
38,250,0.91
220,466,6.09
499,283,1.67
435,264,6.83
439,414,9.28
291,395,4.7
329,104,2.73
109,189,4.45
314,246,6.61
143,107,0.77
160,81,4.88
458,348,8.44
422,108,8.91
107,200,2.16
303,152,7.08
165,114,8.55
152,84,1.02
383,365,1.41
484,184,5.33
388,119,8.85
46,62,3.42
380,184,7.42
15,375,1.94
269,492,4.23
90,402,0.4
32,492,2.64
181,150,0.41
256,396,0.82
439,18,1.17
231,0,5.72
29,119,3.9
110,238,6.37
299,162,8.26
75,200,1.89
189,209,7.77
274,228,9.37
108,105,9.99
306,242,6.0
29,286,9.21
71,80,7.94
2,221,6.14
344,406,5.71
122,381,9.47
443,438,2.16
207,399,8.74
81,68,4.47
23,482,6.73
448,262,5.93
145,254,2.12
133,413,6.94
102,396,0.05
302,238,7.06
474,400,9.02
395,309,1.56
302,293,7.43
498,93,6.71
354,424,2.02
468,306,7.68
238,52,3.56
19,40,1.71
38,407,2.06
156,486,7.2
60,303,5.16
104,292,6.08
322,286,8.26
377,75,3.05
162,282,4.5
159,17,0.17
472,253,5.85
245,154,9.37
371,214,4.03
427,15,8.78
297,197,1.45
19,50,0.85
34,378,7.76
138,267,1.66
146,250,7.44
109,445,1.03
373,464,7.17
206,383,2.68
195,53,9.69
10,78,1.97
318,192,2.47
267,145,6.33
233,382,5.44
96,15,0.28
452,430,1.89
306,182,2.45
64,297,0.51
267,48,6.65
486,59,4.78
486,424,3.16
116,360,7.71
183,465,8.99
97,292,6.36
26,486,7.83
280,391,0.56
433,107,1.53
326,272,4.65
311,430,4.88
41,38,9.25
50,258,4.58
57,433,2.7
282,35,1.5
335,101,7.95
88,479,2.59
437,383,1.48
47,322,4.95
431,126,5.29
179,206,0.22
338,443,1.53
111,179,1.49
152,368,2.32
225,36,8.83
481,280,3.82
214,372,1.68
38,457,4.57
421,306,8.35
189,292,2.94
60,300,3.15
109,380,7.61
468,207,1.81
408,299,7.9
367,257,4.36
205,386,7.8
273,396,2.5
473,209,8.91
217,282,5.72
80,128,2.48
319,83,6.04
151,291,0.18
42,96,6.45
334,255,6.37
433,414,2.4
396,434,2.22
259,219,8.47
435,270,3.46
320,32,5.08
351,193,8.81
463,249,0.91
87,398,6.15
156,320,7.46
105,462,6.76
485,261,1.36
404,464,5.8
67,490,8.62
426,141,9.06
152,304,2.53
5,88,1.62
491,24,3.58
180,435,4.26
40,107,5.36
160,131,7.0
323,278,5.26
41,143,7.7
90,194,2.37
268,449,5.11
329,180,8.18
240,399,2.56
11,29,7.22
159,426,8.04
144,483,6.11
172,38,1.27
19,130,9.24
68,448,6.21
159,23,8.69
218,275,0.22
139,52,3.95
245,283,7.29
355,17,4.33
159,72,3.37
470,76,3.31
113,294,6.46
360,450,9.28
359,398,2.66
311,59,1.75
318,76,2.16
127,93,5.33
65,11,5.85
76,5,6.69
351,36,4.19
292,16,0.89
365,6,4.67
167,450,4.57
22,450,3.38
61,334,2.92
208,63,8.94
324,203,6.18
290,7,4.54
464,21,9.62
221,353,4.45
492,225,7.25
89,325,7.04
480,436,6.18
271,194,5.36
494,148,3.06
406,118,9.7
455,353,8.48
343,128,3.98
121,285,8.17
295,60,9.29
116,371,2.25
217,50,3.36
283,132,4.88
426,236,4.36
478,24,7.36
367,147,0.98
211,137,6.56
387,101,8.72
158,456,9.85
291,69,3.68
254,266,4.46
388,396,1.29
228,487,6.39
65,137,7.19
61,229,9.27
71,422,1.5
57,182,8.68
278,209,5.49
92,133,0.81
418,115,2.2
21,197,7.61
249,159,8.17
315,394,2.23
109,220,4.11
422,285,9.6
32,106,6.26
364,96,7.22
201,185,8.73
390,235,9.96
450,374,9.49
90,155,1.38
134,346,8.89
484,430,0.69
386,62,0.58
403,148,1.41
410,317,8.7
294,248,2.58
