322,186,2.25
177,117,7.78
210,246,8.28
399,328,2.53
89,202,1.71
279,44,6.36
213,441,4.66
489,305,1.8
169,172,8.03
211,42,5.58
203,222,6.79
239,170,6.88
353,229,4.15
57,451,5.59
458,58,1.37
76,194,3.29
312,460,8.85
179,108,9.11
176,28,7.32
482,102,1.77
86,218,4.8
23,433,6.74
492,346,6.52
135,334,4.38
424,12,9.68
101,23,1.07
29,268,4.66
74,44,0.23
380,242,7.4
97,495,4.28
400,3,5.04
238,267,1.89
236,44,8.47
255,36,6.8
70,226,0.93
310,129,6.23
239,92,1.3
42,148,6.82
387,99,4.5
206,461,5.74
55,138,8.9
415,406,3.07
262,493,2.8
199,496,8.93
179,142,7.37
2,148,5.71
199,58,3.76
130,174,1.11
57,208,5.79
113,233,2.8
143,323,7.8
59,273,8.95
280,270,9.11
414,167,2.07
281,378,3.03
483,456,5.16
433,107,8.2
328,318,0.59
303,153,4.48
49,304,1.76
377,57,4.04
469,262,7.03
497,473,0.45
444,446,3.27
469,491,5.19
120,340,4.02
192,14,1.52
126,134,3.14
320,115,0.18
67,348,0.4
418,89,0.03
386,293,9.94
455,204,9.38
366,311,5.82
184,301,0.83
209,70,1.63
67,184,2.77
117,197,2.56
54,255,6.07
264,247,9.2
241,374,3.12
161,439,1.86
288,373,9.58
95,340,3.22
39,147,6.19
6,89,4.77
140,482,9.05
294,262,9.59
137,192,2.32
253,137,9.88
396,143,6.13
399,273,2.9
328,329,6.06
499,113,2.7
151,345,7.93
480,61,8.74
384,55,3.13
107,180,4.2
372,275,4.97
449,436,8.45
286,470,6.56
339,492,8.35
397,491,3.93
448,177,2.5
290,423,6.12
50,48,1.05
96,5,5.55
338,285,1.19
53,390,7.92
371,359,5.27
200,161,0.69
159,293,3.65
463,95,3.33
295,289,9.9
456,204,0.12
181,273,8.91
237,276,9.11
330,144,2.09
257,175,5.98
147,221,5.16
91,117,2.87
485,452,5.51
163,157,5.46
59,126,5.73
498,14,0.73
4,381,9.4
176,212,9.73
331,425,3.06
442,483,6.34
229,336,5.81
187,208,3.54
383,334,4.15
228,338,3.12
454,101,4.9
209,286,3.62
180,474,3.82
23,442,3.86
362,278,0.65
118,197,6.22
353,429,4.12
282,161,4.59
99,257,1.93
352,151,7.04
389,299,1.38
316,430,1.81
28,196,6.28
490,212,8.77
362,213,4.18
478,2,4.95
127,204,6.26
489,392,4.52
291,32,8.68
439,118,8.3
456,212,0.76
321,16,7.44
205,424,9.69
62,35,9.14
419,222,6.25
404,113,9.65
56,242,8.8
286,432,1.32
49,397,5.12
136,54,5.94
467,497,3.09
360,306,6.12
87,27,1.32
449,5,0.32
375,207,0.62
159,82,4.55
267,188,5.34
156,38,5.8
155,141,1.28
206,412,7.92
473,116,3.7
467,154,0.55
198,225,4.16
267,333,5.91
323,172,0.16
83,36,5.81
137,366,5.06
241,385,3.9
